PR,PK,Resistivity,Polarization
4.0,1210.0,114.416464424183,0.611443086683017
4.0,1215.0,106.455023564064,0.481399780841251
4.0,1220.0,96.6587459871326,0.551537031085425
4.0,1225.0,78.3226045154608,0.525028048389242
4.0,1230.0,74.5449162767827,0.563685001995231
4.0,1235.0,85.1775988836597,0.526165064235194
4.0,1240.0,76.1480633200748,0.424446845153108
4.0,1245.0,60.9438445826073,0.178173575443313
4.0,1250.0,184.410848969461,0.649304049253972
4.0,1255.0,177.714979099006,0.644145608298463
4.0,1260.0,157.057813225448,0.657850366721888
4.0,1265.0,110.1765126266,0.589649763136012
4.0,1270.0,67.2291584061932,0.475176436832207
4.0,1275.0,57.7567205287589,0.321637523776099
4.0,1280.0,50.0191253886537,0.261701138685671
4.0,1285.0,47.974477390364,0.176334331364689
4.0,1290.0,46.6956602474743,0.193386120159758
6.0,1050.0,156.836136883503,0.640265469192568
6.0,1055.0,154.557195454845,0.624267838044885
6.0,1060.0,182.444054064993,0.736624530150985
6.0,1065.0,219.440267718164,0.697592858211237
6.0,1070.0,229.59096698231,0.69386393732268
6.0,1075.0,221.883871866989,0.673501718841519
6.0,1080.0,194.855074197941,0.607838153962114
6.0,1085.0,174.364518379908,0.608486202762596
6.0,1090.0,219.118178086729,0.658662908071478
6.0,1095.0,207.741985779466,0.629557808508026
6.0,1100.0,207.066714434876,0.571576026862552
6.0,1105.0,214.123007408866,0.59019377791682
6.0,1110.0,184.414628171732,0.565406114534425
6.0,1115.0,162.187318838698,0.569961232793381
6.0,1120.0,146.328673791508,0.531693841464932
6.0,1125.0,212.957843731125,0.676296075688149
6.0,1130.0,244.93857134859,0.672260147032567
6.0,1135.0,211.684043409825,0.643329912389595
6.0,1140.0,204.179969527932,0.638151335397447
6.0,1145.0,188.392516873161,0.653076810390055
6.0,1150.0,162.390730002765,0.644605781804555
6.0,1155.0,127.274470597524,0.586290222447958
6.0,1160.0,130.963350843668,0.608666758278882
6.0,1165.0,133.740049705587,0.622967479709393
6.0,1170.0,161.138073420469,0.605180547688698
6.0,1175.0,176.368779213225,0.646444084616683
6.0,1180.0,186.699109953014,0.617972557163367
6.0,1185.0,185.366240209897,0.652342553397429
6.0,1190.0,186.062235213063,0.723669427262199
6.0,1195.0,146.6538521931,0.628186049656604
6.0,1200.0,138.641612829201,0.495376140180923
6.0,1205.0,151.840382903135,0.527357310288362
6.0,1210.0,116.96003312052,0.542364331959959
6.0,1215.0,86.1175004438231,0.457252971689997
6.0,1220.0,77.2242417699859,0.442358382550199
6.0,1225.0,91.2407476506426,0.441500582813354
6.0,1230.0,98.6124247493583,0.481014358639538
6.0,1235.0,82.5930143584047,0.414421067835053
6.0,1240.0,65.0512810382368,0.407764755508386
6.0,1245.0,60.2194067228318,0.276199236092231
6.0,1250.0,164.744184401261,0.68922056651629
6.0,1255.0,134.072740099778,0.67994776412422
6.0,1260.0,99.5514917899462,0.630607467400033
6.0,1265.0,66.5668563569335,0.640783818687628
6.0,1270.0,46.6887870947951,0.471070941970571
6.0,1275.0,42.7475130073196,0.361640368370817
6.0,1280.0,40.4340033365115,0.258834619335915
6.0,1285.0,43.5452733378089,0.279174029839357
6.0,1290.0,45.7614570567701,0.357131080701852
6.0,1295.0,33.6358660871136,0.148134670517969
6.0,1300.0,38.9692447123506,0.357131080701852
6.0,1305.0,31.8857249853168,0.148134670517969
8.0,1050.0,195.150659285561,0.710432517445218
8.0,1055.0,180.821803104881,0.637136694055461
8.0,1060.0,192.756145658777,0.647455542606185
8.0,1065.0,200.625369601392,0.635097838750886
8.0,1070.0,166.531778238444,0.580416858018687
8.0,1075.0,176.382866167495,0.636800071321102
8.0,1080.0,168.675405976261,0.643548508742932
8.0,1085.0,138.456158064252,0.557081702494276
8.0,1090.0,199.994816305073,0.632520757200495
8.0,1095.0,234.182967574627,0.603494233435893
8.0,1100.0,231.813873828689,0.596247716262915
8.0,1105.0,194.122373043366,0.556917730710969
8.0,1110.0,210.255325820178,0.59392926132976
8.0,1115.0,212.777991273829,0.572244987915687
8.0,1120.0,171.912109347952,0.551528764889002
8.0,1125.0,161.909732409414,0.499380372002614
8.0,1130.0,205.644284427007,0.583582151956091
8.0,1135.0,207.959241119306,0.604670404201052
8.0,1140.0,167.52939193309,0.574056922091728
8.0,1145.0,138.037783840064,0.538998772458786
8.0,1150.0,101.140234174065,0.490772986312544
8.0,1155.0,87.657496042422,0.414181681598106
8.0,1160.0,81.3251432285794,0.546683270031911
8.0,1165.0,154.167109164449,0.710736064778421
8.0,1170.0,227.938002062343,0.609526780876022
8.0,1175.0,204.979416222121,0.573157381382001
8.0,1180.0,223.473614811692,0.643249357358969
8.0,1185.0,197.76518832887,0.659608368413228
8.0,1190.0,155.078614092646,0.51545310118127
8.0,1195.0,118.213004576227,0.54575713420351
8.0,1200.0,83.1519834223114,0.432797454840007
8.0,1205.0,103.883484922223,0.322540854764806
8.0,1210.0,103.415647400901,0.376846163442308
8.0,1215.0,127.846141441753,0.541900217141247
8.0,1220.0,154.699859315696,0.430347176068156
8.0,1225.0,136.60327392477,0.392781518472707
8.0,1230.0,124.095993804302,0.449640160298008
8.0,1235.0,98.0267919756494,0.324369502875697
8.0,1240.0,67.8879173986798,0.288344163376369
8.0,1245.0,47.7754064464908,0.300436529680389
8.0,1250.0,78.4023807229853,0.753970642720096
8.0,1255.0,39.9546147448234,0.541536460831724
8.0,1260.0,37.8030068855325,0.471672303078597
8.0,1265.0,37.3634618218216,0.186859786954992
8.0,1270.0,38.6061764463051,0.274556362226105
8.0,1275.0,38.1367434075861,0.272259553964236
8.0,1280.0,34.3839512421013,0.166911492233044
8.0,1285.0,29.7097650524553,0.141390437279068
8.0,1290.0,27.4453640273481,9.78867258391932e-05
8.0,1295.0,28.3809225094042,0.0292045080486415
8.0,1300.0,32.5595832218208,0.071278498581057
8.0,1305.0,27.6414792727971,0.176262899702966
8.0,1310.0,26.9114131258421,-0.138914442457107
8.0,1315.0,29.1155350483226,-0.21082713413935
8.0,1320.0,28.0531939756876,-0.0962739825384425
10.0,1050.0,246.990917328223,0.519418506517183
10.0,1055.0,184.221549049327,0.56172017193712
10.0,1060.0,188.975313871796,0.593440305823867
10.0,1065.0,182.061141872749,0.592518647850113
10.0,1070.0,176.740073671945,0.559024450970912
10.0,1075.0,174.685919145557,0.491860665241723
10.0,1080.0,151.420651701977,0.482334178668705
10.0,1085.0,155.339519140104,0.486973575505867
10.0,1090.0,193.817235667021,0.503242719941206
10.0,1095.0,186.043917226319,0.458449879387953
10.0,1100.0,204.499900907967,0.503690253759311
10.0,1105.0,236.364387683942,0.546223727968537
10.0,1110.0,238.819227096551,0.536540223904982
10.0,1115.0,185.681380229021,0.568613954412654
10.0,1120.0,151.531314537649,0.518948807165086
10.0,1125.0,173.118015409792,0.445399526312367
10.0,1130.0,174.251158581419,0.474590165750778
10.0,1135.0,131.064198089789,0.512930522409704
10.0,1140.0,101.764795649475,0.39150755048786
10.0,1145.0,94.9670184999138,0.406543465599329
10.0,1150.0,143.152109194948,0.398646279327833
10.0,1155.0,195.146954870351,0.432556370786013
10.0,1160.0,174.719757073822,0.367335343821962
10.0,1165.0,118.875774461271,0.48243406377706
10.0,1170.0,158.546451775335,0.599458305270755
10.0,1175.0,200.478029822298,0.53325562928553
10.0,1180.0,229.506825763465,0.67093970308735
10.0,1185.0,224.878281439743,0.672807658351673
10.0,1190.0,193.349651922817,0.597502956296594
10.0,1195.0,156.786031432612,0.541691827091277
10.0,1200.0,128.115421919869,0.443984657342895
10.0,1205.0,104.455460395276,0.379655200324058
10.0,1210.0,98.1816788573637,0.255020255383611
10.0,1215.0,125.537974331778,0.366275007025176
10.0,1220.0,144.411113102443,0.501904708328349
10.0,1225.0,128.566336630964,0.283354755988109
10.0,1230.0,123.487713969317,0.219116039306607
10.0,1235.0,100.505835639016,0.191581042322961
10.0,1240.0,55.7795264883137,0.1004889158454
10.0,1245.0,30.5372060863669,0.134724770858867
10.0,1250.0,31.1405258463706,0.132086893381596
10.0,1255.0,31.1521852404369,0.246147107636041
10.0,1260.0,34.2863630880293,-0.00213344858376476
10.0,1265.0,37.3811181728636,-0.0224344389316597
10.0,1270.0,35.3994815237815,-0.00151534965538034
10.0,1275.0,35.3376736713733,0.0229172744339638
10.0,1280.0,34.0063290421333,-0.0512178196223749
10.0,1285.0,30.2393048931792,0.128193580034932
10.0,1290.0,28.6956818280183,0.0265549384623214
10.0,1295.0,25.8770088639708,-0.0419130760774916
10.0,1300.0,26.2390640415514,-0.354823167094651
10.0,1305.0,32.6279552236054,-0.0818967953986276
10.0,1310.0,26.7890420845229,0.0712515258902357
10.0,1315.0,25.7231222046401,0.128189490624761
10.0,1320.0,32.5094556025288,-0.0589088689826619
10.0,1325.0,29.8356526578939,-0.0861394763926937
10.0,1330.0,25.9134482055911,-0.159455523832521
10.0,1335.0,30.8329629594318,-0.309251694876502
12.0,1050.0,272.065368921845,0.795491147251917
12.0,1055.0,216.794212247554,0.694562405904853
12.0,1060.0,194.098586660723,0.602474182477025
12.0,1065.0,195.357785975782,0.591902301323907
12.0,1070.0,190.005524484916,0.636392067070605
12.0,1075.0,152.721899864971,0.613170696785189
12.0,1080.0,148.683281441952,0.563836559509292
12.0,1085.0,155.498056375889,0.583436991944669
12.0,1090.0,173.772039212879,0.617247033550581
12.0,1095.0,158.819127952329,0.583068903807988
12.0,1100.0,165.788469893323,0.454319130200793
12.0,1105.0,187.188737100273,0.446318434228742
12.0,1110.0,176.213228555764,0.458641530038278
12.0,1115.0,163.625984953549,0.477110228547388
12.0,1120.0,148.622093311629,0.410341095215783
12.0,1125.0,115.466538081908,0.405222545172466
12.0,1130.0,88.6157494236334,0.422762211384254
12.0,1135.0,88.6421520552716,0.438923816095424
12.0,1140.0,102.810203450778,0.41647138788582
12.0,1145.0,113.703607675144,0.473409018188268
12.0,1150.0,116.664605482365,0.44798326200812
12.0,1155.0,116.378753952578,0.445624774832389
12.0,1160.0,110.628677201565,0.38975736897253
12.0,1165.0,105.256798588372,0.491768922007149
12.0,1170.0,178.890734122537,0.64649916310178
12.0,1175.0,151.780067101005,0.647013040978062
12.0,1180.0,163.978090602786,0.601490245146982
12.0,1185.0,187.635077572357,0.605524101900513
12.0,1190.0,178.621580301189,0.592978708501152
12.0,1195.0,148.467075357605,0.569903700046049
12.0,1200.0,134.998708961593,0.541713553325327
12.0,1205.0,118.712422175675,0.541213975258911
12.0,1210.0,96.0260624864812,0.45233247649235
12.0,1215.0,87.1884111075718,0.397412300595642
12.0,1220.0,77.1493419077804,0.422629675617071
12.0,1225.0,68.3394540642242,0.367003820523426
12.0,1230.0,64.0344873896068,0.331474407292585
12.0,1235.0,55.8916763434765,0.242727115482181
12.0,1240.0,33.7866839144144,0.309759305833608
12.0,1245.0,24.2769609046802,0.119669041051521
12.0,1250.0,55.005820520696,0.424521046112666
12.0,1255.0,53.5182545321498,0.332093374785092
12.0,1260.0,45.047817279398,0.28930949001506
12.0,1265.0,36.4958561850744,0.178491966005778
12.0,1270.0,34.2859768857576,0.198240888472801
12.0,1275.0,34.4413174137867,0.520759542251756
12.0,1280.0,29.703472908371,0.209747376851958
12.0,1285.0,29.3415436636559,0.156317454558955
12.0,1290.0,33.6641324329312,0.0913608734998738
12.0,1295.0,28.6166930874249,0.122894554222332
12.0,1300.0,25.1492729649143,-0.155776898980754
12.0,1305.0,27.3485660638488,0.027210445193192
12.0,1310.0,26.0129308162907,-0.00619460596585207
12.0,1315.0,25.5718608187364,-0.0196156549315516
12.0,1320.0,25.9473926569144,0.00888283425367817
12.0,1325.0,26.6819511098468,-0.0821233249582932
12.0,1330.0,25.8556970684631,-0.0912867030356719
12.0,1335.0,26.8705183861943,-0.0994093939640235
12.0,1340.0,28.4516359158434,-0.0807682500552561
12.0,1345.0,28.0094004858362,0.193314622698261
12.0,1350.0,24.4625510808923,0.0956461496927266
14.0,960.0,240.91775523969,1.000321187666
14.0,965.0,270.776029087057,0.931272428606619
14.0,970.0,312.628799442252,0.937435292953635
14.0,975.0,341.595466673206,0.937019121856395
14.0,980.0,304.263967659936,0.909406964241125
14.0,985.0,269.180620989936,0.96846920383404
14.0,990.0,255.255811404326,0.843092527894801
14.0,995.0,209.284922936812,0.782499998155787
14.0,1000.0,159.765776047488,0.786414321234409
14.0,1005.0,134.895409673853,0.737233895069074
14.0,1010.0,146.196501680363,0.822555012715671
14.0,1015.0,140.292387940321,0.830023609824752
14.0,1020.0,187.381184256703,0.851735747235999
14.0,1025.0,266.261570977424,0.882000907833792
14.0,1030.0,302.794540399655,0.869601727653034
14.0,1035.0,312.373709758385,0.820461835005052
14.0,1040.0,294.354893821615,0.831106510275851
14.0,1045.0,251.19249030749,0.757467672950246
14.0,1050.0,267.835718179288,0.678234347140236
14.0,1055.0,229.005898263793,0.666940858974905
14.0,1060.0,161.331384690779,0.667946427939389
14.0,1065.0,179.412062067182,0.632982144277817
14.0,1070.0,190.121233884715,0.598651401050186
14.0,1075.0,189.054561645797,0.551300290265582
14.0,1080.0,183.935288716132,0.581569475004161
14.0,1085.0,188.108436460649,0.519407498562744
14.0,1090.0,205.68236087241,0.625983622592651
14.0,1095.0,151.028543021328,0.613439765519504
14.0,1100.0,115.28581936022,0.509546129832399
14.0,1105.0,127.785379633396,0.497203890453194
14.0,1110.0,141.994903720842,0.435581775880072
14.0,1115.0,133.656734668414,0.40801323834909
14.0,1120.0,113.677623820666,0.525260684543153
14.0,1125.0,116.583730542924,0.514318952421928
14.0,1130.0,102.181736783391,0.490195754862933
14.0,1135.0,93.149866155893,0.49624086180115
14.0,1140.0,105.956274948379,0.417507411833349
14.0,1145.0,115.027495913006,0.449268741265325
14.0,1150.0,126.439177145031,0.468195004805979
14.0,1155.0,151.286660704578,0.458663080142492
14.0,1160.0,126.863777862395,0.45795366795188
14.0,1165.0,89.0257221971356,0.482180858649594
14.0,1170.0,161.841756998571,0.661953822145589
14.0,1175.0,138.052517260589,0.623433050720076
14.0,1180.0,134.318411850607,0.612820925318039
14.0,1185.0,144.623656891779,0.520228863145829
14.0,1190.0,151.580759930302,0.468851145649157
14.0,1195.0,146.375802393701,0.504903916709563
14.0,1200.0,123.22894591892,0.556567988514634
14.0,1205.0,97.3336027084971,0.60845556556644
14.0,1210.0,83.5919619686604,0.583496919840052
14.0,1215.0,75.5973459597205,0.46840477484903
14.0,1220.0,78.4532519778928,0.286792982346685
14.0,1225.0,77.8056662067261,0.289470168079162
14.0,1230.0,56.6461715612652,0.22024221365706
14.0,1235.0,34.5336847114231,0.0917346005320396
14.0,1240.0,25.193836106747,0.236232817688837
14.0,1245.0,26.3380839361028,0.0382484857610996
14.0,1250.0,54.3252753019785,0.325783392700032
14.0,1255.0,46.8392145633679,0.386094580459425
14.0,1260.0,43.2850790925237,0.236583711293507
14.0,1265.0,40.7762464073984,0.263184652356092
14.0,1270.0,33.801027864695,0.238362573200338
14.0,1275.0,27.3143495611691,0.261148760795259
14.0,1280.0,26.1148545358102,0.0505630985417428
14.0,1285.0,28.1695237540398,0.116157110693748
14.0,1290.0,29.1489627129541,0.15946814189602
14.0,1295.0,29.067755599423,-0.11005042635746
14.0,1300.0,29.0489285627761,-0.0768341707755514
14.0,1305.0,26.6327381492693,-0.0465484255526488
14.0,1310.0,24.1403154947862,-0.0680162860111314
14.0,1315.0,26.4820215013141,-0.148142992367311
14.0,1320.0,26.1319287195393,-0.123156019946207
14.0,1325.0,24.393516623347,0.0176093572153483
14.0,1330.0,25.9616700853221,0.107932326255765
14.0,1335.0,25.2778377600611,0.158201240721719
14.0,1340.0,23.6064584546928,-0.0491685708762543
14.0,1345.0,24.8291921196682,0.0318400308954241
14.0,1350.0,23.5261198305869,-0.112098811016653
14.0,1355.0,22.8338911717098,0.0653344521743989
14.0,1360.0,20.900282048289,0.0763139118228917
14.0,1365.0,19.1394055429443,0.1355270474257
16.0,960.0,353.374817554726,1.163397066302
16.0,965.0,310.036596042527,1.16624636718847
16.0,970.0,314.985591259633,1.04560682349043
16.0,975.0,316.205895398561,0.945281524557912
16.0,980.0,319.80273824237,0.884265980454926
16.0,985.0,310.5715377699,0.788862268407861
16.0,990.0,311.046631179981,0.737071566133578
16.0,995.0,264.189782641251,0.823512142785088
16.0,1000.0,229.348328973634,0.915775671354364
16.0,1005.0,232.005770980366,0.854261562924443
16.0,1010.0,199.046793156959,0.809898271310507
16.0,1015.0,156.902308879994,0.821468120159985
16.0,1020.0,163.928392742322,0.856979033085704
16.0,1025.0,181.038391072725,0.817468393301059
16.0,1030.0,196.695877975371,0.654191692806936
16.0,1035.0,216.152363096554,0.701617269674062
16.0,1040.0,231.523060158768,0.719500534322919
16.0,1045.0,252.552375196007,0.689632308054858
16.0,1050.0,249.794268945723,0.722137450209444
16.0,1055.0,240.006424326652,0.681703767268876
16.0,1060.0,272.216138693458,0.592634072865259
16.0,1065.0,267.107270200641,0.565642437781605
16.0,1070.0,202.207745442556,0.60445146254896
16.0,1075.0,166.772240424334,0.553291708813131
16.0,1080.0,158.537785488393,0.525742618771211
16.0,1085.0,153.694655090565,0.483591032716406
16.0,1090.0,152.252885139685,0.620006139553948
16.0,1095.0,140.235409004416,0.586323671740782
16.0,1100.0,137.141245951929,0.59421788205314
16.0,1105.0,137.191081634664,0.529259076985706
16.0,1110.0,145.661557160156,0.544987269066854
16.0,1115.0,151.345662909979,0.540811060262387
16.0,1120.0,145.002800017152,0.519792549098284
16.0,1125.0,142.740618398854,0.448873964248363
16.0,1130.0,154.295802612187,0.428795676074588
16.0,1135.0,134.000562206757,0.408018752530907
16.0,1140.0,111.63995645488,0.448649772982504
16.0,1145.0,154.883044972078,0.492368109424171
16.0,1150.0,147.877696614811,0.466038924665281
16.0,1155.0,102.200201023102,0.442338952162476
16.0,1160.0,100.750598308806,0.499880244946252
16.0,1165.0,93.6674338329699,0.394874276895457
16.0,1170.0,154.559015112831,0.573124866776056
16.0,1175.0,122.420449649118,0.509020919369614
16.0,1180.0,111.233990799519,0.509733485184229
16.0,1185.0,143.090361146665,0.451139488152337
16.0,1190.0,151.801623377178,0.418319963510788
16.0,1195.0,135.953559646567,0.471428535175253
16.0,1200.0,116.508262831487,0.526321542020631
16.0,1205.0,90.3334795107439,0.422785391434457
16.0,1210.0,67.6867970581951,0.434240265020218
16.0,1215.0,65.5120616079754,0.249698455387439
16.0,1220.0,66.093663647329,0.329929189661223
16.0,1225.0,64.2108989686415,0.217555562687964
16.0,1230.0,61.8407234943867,0.257585439118945
16.0,1235.0,48.1823050887001,0.107085609634513
16.0,1240.0,29.0824106459495,0.201885450817573
16.0,1245.0,21.6125306011381,0.223105695250929
16.0,1250.0,45.6909877056637,0.349719737011837
16.0,1255.0,45.5069555029404,0.18594878252801
16.0,1260.0,34.899574049477,0.164056150631705
16.0,1265.0,32.265338381904,0.137231921139647
16.0,1270.0,30.7385809965065,0.0512172406375673
16.0,1275.0,28.8566924108584,0.232519207631186
16.0,1280.0,27.7950819924884,0.219026605344216
16.0,1285.0,27.5205521507478,0.062781828726169
16.0,1290.0,31.056498973014,0.0299067291606413
16.0,1295.0,31.8221323232478,-0.0298114117925505
16.0,1300.0,29.4099962841149,-0.0932087129459935
16.0,1305.0,26.5088288509903,-0.00862221404195052
16.0,1310.0,28.8108724104182,0.0247954597850195
16.0,1315.0,26.2081026553868,-0.0477308721124845
16.0,1320.0,29.0337329540155,-0.0700115955602455
16.0,1325.0,30.799636099778,-0.079053844398457
16.0,1330.0,20.7975170675945,-0.0677819137367328
16.0,1335.0,20.4883462381634,-0.0844215174570208
16.0,1340.0,24.8934187989323,0.0805386878478962
16.0,1345.0,29.0845669797559,-0.0658233453261342
16.0,1350.0,28.6847777523877,0.209161957830553
16.0,1355.0,24.0421680250684,-0.16042885217652
16.0,1360.0,20.7553803244197,-0.0292541724128964
16.0,1365.0,19.751338483144,-0.171726093960016
16.0,1370.0,20.2245839716847,-0.0350853833925073
16.0,1375.0,20.2465868146174,-0.0343816599178025
16.0,1380.0,21.194820195444,-0.0455933686404112
16.0,1385.0,30.4870750776204,-0.111214137719299
18.0,960.0,319.782947423463,1.18632934838021
18.0,965.0,365.045561857109,1.20917842642611
18.0,970.0,331.246731890101,1.08961754162476
18.0,975.0,300.681374217641,0.975730083397115
18.0,980.0,306.690444651194,1.06279683675118
18.0,985.0,330.369836354273,0.992735638236395
18.0,990.0,290.29380113269,0.903584388783872
18.0,995.0,271.655637830447,0.781258069130479
18.0,1000.0,277.826718345195,0.717764139685711
18.0,1005.0,249.000655007735,0.645420283118902
18.0,1010.0,216.756489608677,0.601515294062247
18.0,1015.0,181.655508474548,0.62128886792064
18.0,1020.0,175.956809930115,0.710668840581496
18.0,1025.0,227.374178018881,0.659096126401017
18.0,1030.0,281.632347791558,0.610113411996174
18.0,1035.0,244.815448486885,0.696731961767966
18.0,1040.0,153.603520892706,0.559188190230733
18.0,1045.0,180.450742909751,0.657012531223727
18.0,1050.0,306.765960404225,0.619487205183447
18.0,1055.0,300.609286474315,0.535513909582999
18.0,1060.0,244.625466942802,0.558395809358222
18.0,1065.0,205.471175375223,0.492429716746678
18.0,1070.0,168.317508304344,0.593208367911983
18.0,1075.0,147.723511151403,0.495482609868039
18.0,1080.0,151.784346843154,0.445008361012384
18.0,1085.0,166.540700176274,0.399290787382075
18.0,1090.0,186.753662145582,0.602164190308546
18.0,1095.0,149.383428480768,0.580644376288353
18.0,1100.0,149.015866602223,0.484889318705178
18.0,1105.0,179.991017557486,0.499928161406537
18.0,1110.0,186.551856978633,0.450271041332156
18.0,1115.0,163.489614972067,0.424031804957242
18.0,1120.0,160.298311274915,0.476070447056779
18.0,1125.0,211.481746639085,0.369564646671359
18.0,1130.0,226.951700733878,0.54528533400129
18.0,1135.0,161.347089050572,0.43469060908133
18.0,1140.0,138.307256926299,0.348299672837268
18.0,1145.0,157.603605209445,0.344658992681126
18.0,1150.0,116.329295553331,0.399507357928657
18.0,1155.0,81.4522802487527,0.260967800521228
18.0,1160.0,67.5332976978846,0.271401882054027
18.0,1165.0,70.7760588436826,0.261345384833305
18.0,1170.0,158.437718878372,0.564518776019329
18.0,1175.0,137.274192920339,0.52878787653379
18.0,1180.0,124.582106493093,0.530234734623947
18.0,1185.0,141.181769479012,0.487253450501638
18.0,1190.0,131.283884137465,0.420785005281582
18.0,1195.0,110.945946786819,0.365675517199746
18.0,1200.0,111.098794132622,0.399708792237876
18.0,1205.0,112.385328254769,0.561701564476991
18.0,1210.0,86.3715747661734,0.433077858897899
18.0,1215.0,57.5898036172408,0.144490913914028
18.0,1220.0,49.3537751470412,0.048364319144937
18.0,1225.0,49.7245718867503,-0.0569779530996519
18.0,1230.0,45.63800832928,-0.0784399008201072
18.0,1235.0,44.5223700230017,-0.43522613842637
18.0,1240.0,50.0682902671568,-0.474177939544684
18.0,1245.0,42.7465453827133,-0.364974398561902
18.0,1250.0,46.0678589406408,0.0732618141603046
18.0,1255.0,30.776576493942,-0.18549932512133
18.0,1260.0,34.778118638177,-0.0276703556573668
18.0,1265.0,36.2807044323325,0.0787357736602185
18.0,1270.0,27.9623339058409,0.171034705291489
18.0,1275.0,29.3839501141229,0.0633898334490967
18.0,1280.0,26.7164897308064,0.105081189989051
18.0,1285.0,25.9482464638069,0.0925173483173433
18.0,1290.0,27.9334686163506,0.13119415550443
18.0,1295.0,27.4901136544188,0.143145485923829
18.0,1300.0,29.0952800214102,-0.0532884402654637
18.0,1305.0,28.074251746186,-0.176540767996442
18.0,1310.0,26.1437580698324,-0.0274135772868435
18.0,1315.0,24.1879559250031,0.327527890949835
18.0,1320.0,25.4935318282871,-0.0740821342516555
18.0,1325.0,29.815443299872,-0.206955605933416
18.0,1330.0,23.2297503043847,-0.12784647937831
18.0,1335.0,25.9955131981236,-0.0407454891159909
18.0,1340.0,27.078238837195,-0.0712078802999379
18.0,1345.0,25.3238958386078,-0.0795410208999466
18.0,1350.0,23.6539293149627,-0.324155161009438
18.0,1355.0,22.0774499554457,-0.246966187503605
