PR,PK,Longitude,Latitude
14,1300,20516599.1203099,5522970.11321206
14,1305,20516629.9030527,5522930.71279606
14,1310,20516660.6857955,5522891.31238006
14,1315,20516691.4685384,5522851.91196406
14,1320,20516722.2512812,5522812.51154807
14,1325,20516753.034024,5522773.11113207
14,1330,20516783.8167668,5522733.71071608
14,1335,20516814.5995097,5522694.31030008
14,1340,20516845.3822525,5522654.90988409
14,1345,20516876.1649953,5522615.5094681
14,1350,20516906.9477381,5522576.10905211
14,1355,20516937.7304809,5522536.70863612
14,1360,20516968.5132237,5522497.30822013
14,1365,20516999.2959665,5522457.90780415
14,1370,20517030.0787093,5522418.50738817
16,955,20514632.7127131,5525811.87288959
16,960,20514663.4954562,5525772.47247349
16,965,20514694.2781993,5525733.07205739
16,970,20514725.0609423,5525693.67164128
16,975,20514755.8436854,5525654.27122518
16,980,20514786.6264284,5525614.87080908
16,985,20514817.4091715,5525575.47039298
16,990,20514848.1919145,5525536.06997688
16,995,20514878.9746575,5525496.66956078
16,1000,20514909.7574006,5525457.26914469
16,1005,20514940.5401436,5525417.86872859
16,1010,20514971.3228866,5525378.4683125
16,1015,20515002.1056296,5525339.06789641
16,1020,20515032.8883727,5525299.66748032
16,1025,20515063.6711157,5525260.26706423
16,1030,20515094.4538587,5525220.86664815
16,1035,20515125.2366017,5525181.46623206
16,1040,20515156.0193447,5525142.06581597
16,1045,20515186.8020877,5525102.66539989
16,1050,20515217.5848307,5525063.26498381
16,1055,20515248.3675737,5525023.86456773
16,1060,20515279.1503167,5524984.46415165
16,1065,20515309.9330597,5524945.06373557
16,1070,20515340.7158027,5524905.6633195
16,1075,20515371.4985457,5524866.26290342
16,1080,20515402.2812886,5524826.86248734
16,1085,20515433.0640316,5524787.46207127
16,1090,20515463.8467746,5524748.0616552
16,1095,20515494.6295176,5524708.66123913
16,1100,20515525.4122605,5524669.26082306
16,1105,20515556.1950035,5524629.86040699
16,1110,20515586.9777464,5524590.45999093
16,1115,20515617.7604894,5524551.05957486
16,1120,20515648.5432324,5524511.6591588
16,1125,20515679.3259753,5524472.25874273
16,1130,20515710.1087183,5524432.85832667
16,1135,20515740.8914612,5524393.45791061
16,1140,20515771.6742041,5524354.05749456
16,1145,20515802.4569471,5524314.6570785
16,1150,20515833.23969,5524275.25666244
16,1155,20515864.0224329,5524235.85624639
16,1160,20515894.8051759,5524196.45583033
16,1165,20515925.5879188,5524157.05541428
16,1170,20515956.3706617,5524117.65499823
16,1175,20515987.1534046,5524078.25458218
16,1180,20516017.9361475,5524038.85416614
