PR,PK,Longitude,Latitude
74,895,20518833.5643705,5529855.42957077
74,900,20518864.3440392,5529816.02969235
74,905,20518895.1237079,5529776.62981393
74,910,20518925.9033766,5529737.22893551
74,915,20518956.6930452,5529697.82905705
74,920,20518987.4727138,5529658.42817864
74,925,20519018.2523825,5529619.02730022
74,930,20519049.0420511,5529579.62742177
74,935,20519079.8217198,5529540.22654336
74,940,20519110.6013884,5529500.82666494
74,945,20519141.391057,5529461.4257865
74,950,20519172.1707256,5529422.02590809
74,955,20519202.9503943,5529382.62502968
74,960,20519233.7400628,5529343.22515123
74,965,20519264.5197315,5529303.82427283
74,970,20519295.2994001,5529264.42439442
74,975,20519326.0790687,5529225.02351602
74,980,20519356.8687373,5529185.62363758
74,985,20519387.6484059,5529146.22275918
74,990,20519418.4280745,5529106.82288078
74,995,20519449.2177431,5529067.42200235
74,1000,20519479.9974117,5529028.02112395
74,1005,20519510.7770803,5528988.62124556
74,1010,20519541.5667488,5528949.22036713
74,1015,20519572.3464174,5528909.82048873
74,1020,20519603.126086,5528870.41961034
74,1025,20519633.9157546,5528831.01973192
74,1030,20519664.6954232,5528791.61885353
74,1035,20519695.4750917,5528752.21897514
74,1040,20519726.2547603,5528712.81809676
74,1045,20519757.0444288,5528673.41821833
74,1050,20519787.8240974,5528634.01733995
74,1055,20519818.603766,5528594.61746157
74,1060,20519849.3934345,5528555.21658315
74,1065,20519880.183103,5528515.81570473
76,895,20518991.1638869,5529978.56024341
76,900,20519021.9435556,5529939.16036497
76,905,20519052.7232243,5529899.76048653
76,910,20519083.5128929,5529860.35960806
76,915,20519114.2925615,5529820.95972962
76,920,20519145.0722302,5529781.55885119
76,925,20519175.8618988,5529742.15897273
76,930,20519206.6415674,5529702.7580943
76,935,20519237.4212361,5529663.35821587
76,940,20519268.2009047,5529623.95733745
76,945,20519298.9905733,5529584.55745899
76,950,20519329.7702419,5529545.15658056
76,955,20519360.5499106,5529505.75670214
76,960,20519391.3395791,5529466.35582368
76,965,20519422.1192478,5529426.95494527
76,970,20519452.8989164,5529387.55506685
76,975,20519483.688585,5529348.1541884
76,980,20519514.4682536,5529308.75430998
76,985,20519545.2479222,5529269.35343157
76,990,20519576.0375907,5529229.95355312
76,995,20519606.8172593,5529190.55267471
76,1000,20519637.5969279,5529151.1527963
76,1005,20519668.3765965,5529111.75191789
76,1010,20519699.1662651,5529072.35203944
76,1015,20519729.9459337,5529032.95116104
76,1020,20519760.7256023,5528993.55128263
76,1025,20519791.5152708,5528954.1504042
76,1030,20519822.2949394,5528914.7495258
76,1035,20519853.074608,5528875.34964739
76,1040,20519883.8642765,5528835.94876896
76,1045,20519914.6439451,5528796.54889056
76,1050,20519945.4236136,5528757.14801217
76,1055,20519976.2132821,5528717.74813373
76,1060,20520006.9929507,5528678.34725534
76,1065,20520037.7726193,5528638.94637695
78,895,20519148.7534034,5530101.69291603
78,900,20519179.543072,5530062.29203755
78,905,20519210.3327406,5530022.89115907
78,910,20519241.1124093,5529983.49128062
78,915,20519271.8920779,5529944.09040217
78,920,20519302.6717466,5529904.69052373
78,925,20519333.4614152,5529865.28964525
78,930,20519364.2410838,5529825.88976681
78,935,20519395.0207525,5529786.48888837
78,940,20519425.810421,5529747.08800989
78,945,20519456.5900897,5529707.68813146
78,950,20519487.3697583,5529668.28725302
78,955,20519518.1594269,5529628.88737455
78,960,20519548.9390955,5529589.48649612
78,965,20519579.7187641,5529550.08661768
78,970,20519610.5084327,5529510.68573922
78,975,20519641.2881013,5529471.28586078
78,980,20519672.0677699,5529431.88498236
78,985,20519702.8474385,5529392.48510393
78,990,20519733.6371071,5529353.08422547
78,995,20519764.4167757,5529313.68434704
78,1000,20519795.1964443,5529274.28346862
78,1005,20519825.9861128,5529234.88259017
78,1010,20519856.7657814,5529195.48271174
78,1015,20519887.54545,5529156.08183333
78,1020,20519918.3351185,5529116.68195487
78,1025,20519949.1147871,5529077.28107646
78,1030,20519979.8944557,5529037.88119804
78,1035,20520010.6841242,5528998.48031959
78,1040,20520041.4637928,5528959.08044118
78,1045,20520072.2434613,5528919.67956277
78,1050,20520103.0231299,5528880.27968436
78,1055,20520133.8127984,5528840.87880592
78,1060,20520164.592467,5528801.47892751
78,1065,20520195.3721356,5528762.0790491
80,895,20519306.3529199,5530224.82258862
80,900,20519337.1425885,5530185.42271012
80,905,20519367.9322571,5530146.02283162
80,910,20519398.7119257,5530106.62195316
80,915,20519429.4915944,5530067.2210747
80,920,20519460.281263,5530027.82119621
80,925,20519491.0609316,5529988.42031776
80,930,20519521.8406003,5529949.0204393
80,935,20519552.6302688,5529909.61956081
80,940,20519583.4099375,5529870.21968235
80,945,20519614.1896061,5529830.81880391
80,950,20519644.9792747,5529791.41892542
80,955,20519675.7589433,5529752.01804697
80,960,20519706.5386119,5529712.61816852
80,965,20519737.3182805,5529673.21729008
80,970,20519768.1079491,5529633.8174116
80,975,20519798.8876177,5529594.41653316
80,980,20519829.6672863,5529555.01565472
80,985,20519860.4569548,5529515.61577624
80,990,20519891.2366234,5529476.2148978
80,995,20519922.016292,5529436.81501936
80,1000,20519952.8059606,5529397.41414089
80,1005,20519983.5856292,5529358.01426245
80,1010,20520014.3652977,5529318.61338402
80,1015,20520045.1549663,5529279.21350555
80,1020,20520075.9346348,5529239.81262712
80,1025,20520106.7143034,5529200.41274869
80,1030,20520137.493972,5529161.01187027
80,1035,20520168.2836405,5529121.6119918
80,1040,20520199.0633091,5529082.21111338
80,1045,20520229.8429776,5529042.81023496
80,1050,20520260.6326461,5529003.4103565
80,1055,20520291.4123147,5528964.00947808
80,1060,20520322.1919832,5528924.60959965
80,1065,20520352.9716517,5528885.20972122
82,895,20519463.9724362,5530347.95326111
82,900,20519494.7521049,5530308.55338263
82,905,20519525.5317736,5530269.15350415
82,910,20519556.3114422,5530229.75262568
82,915,20519587.1011108,5530190.35274717
82,920,20519617.8807795,5530150.9518687
82,925,20519648.6604481,5530111.55199023
82,930,20519679.4501167,5530072.15111173
82,935,20519710.2297853,5530032.75123326
82,940,20519741.0094539,5529993.3503548
82,945,20519771.7891226,5529953.95047633
82,950,20519802.5787911,5529914.54959783
82,955,20519833.3584597,5529875.14871938
82,960,20519864.1381284,5529835.74884091
82,965,20519894.9277969,5529796.34796242
82,970,20519925.7074655,5529756.94808396
82,975,20519956.4871341,5529717.54720551
82,980,20519987.2768027,5529678.14732701
82,985,20520018.0564713,5529638.74644856
82,990,20520048.8361399,5529599.34657011
82,995,20520079.6258084,5529559.94569162
82,1000,20520110.405477,5529520.54581317
82,1005,20520141.1851456,5529481.14493473
82,1010,20520171.9648141,5529441.74505628
82,1015,20520202.7544827,5529402.3441778
82,1020,20520233.5341512,5529362.94329936
82,1025,20520264.3138198,5529323.54342091
82,1030,20520295.1034883,5529284.14254243
82,1035,20520325.8831569,5529244.74266399
82,1040,20520356.6628254,5529205.34178556
82,1045,20520387.4524939,5529165.94190708
82,1050,20520418.2321625,5529126.54102865
82,1055,20520449.0118311,5529087.14115021
82,1060,20520479.8014995,5529047.74027175
82,1065,20520510.5911679,5529008.33939329
84,895,20519621.5719528,5530471.08593363
84,900,20519652.3516215,5530431.68505515
84,905,20519683.1312902,5530392.28417667
84,910,20519713.9209588,5530352.88429814
84,915,20519744.7006274,5530313.48341966
84,920,20519775.480296,5530274.08354117
84,925,20519806.2599647,5530234.6826627
84,930,20519837.0496332,5530195.28178418
84,935,20519867.8293018,5530155.8819057
84,940,20519898.6089705,5530116.48102722
