PR,PK,"Resistivity,(Ohm/m)","Polarization,(%)"
800.0,12450.0,47.7754064464908,0.300436529680389
800.0,12500.0,78.4023807229853,0.753970642720096
800.0,12550.0,39.9546147448234,0.541536460831724
800.0,12600.0,37.8030068855325,0.471672303078597
800.0,12650.0,37.3634618218216,0.186859786954992
800.0,12700.0,38.6061764463051,0.274556362226105
800.0,12750.0,38.1367434075861,0.272259553964236
800.0,12800.0,34.3839512421013,0.166911492233044
800.0,12850.0,29.7097650524553,0.141390437279068
800.0,12900.0,27.4453640273481,9.78867258391932e-05
800.0,12950.0,28.3809225094042,0.0292045080486415
800.0,13000.0,32.5595832218208,0.071278498581057
800.0,13050.0,27.6414792727971,0.176262899702966
800.0,13100.0,26.9114131258421,-0.138914442457107
800.0,13150.0,29.1155350483226,-0.21082713413935
800.0,13200.0,28.0531939756876,-0.0962739825384425
1000.0,10500.0,246.990917328223,0.519418506517183
1000.0,10550.0,184.221549049327,0.56172017193712
1000.0,10600.0,188.975313871796,0.593440305823867
1000.0,10650.0,182.061141872749,0.592518647850113
1000.0,10700.0,176.740073671945,0.559024450970912
1000.0,10750.0,174.685919145557,0.491860665241723
1000.0,10800.0,151.420651701977,0.482334178668705
1000.0,10850.0,155.339519140104,0.486973575505867
1000.0,10900.0,193.817235667021,0.503242719941206
1000.0,10950.0,186.043917226319,0.458449879387953
1000.0,11000.0,204.499900907967,0.503690253759311
1000.0,11050.0,236.364387683942,0.546223727968537
1000.0,11100.0,238.819227096551,0.536540223904982
1000.0,11150.0,185.681380229021,0.568613954412654
1000.0,11200.0,151.531314537649,0.518948807165086
1000.0,11250.0,173.118015409792,0.445399526312367
1000.0,11300.0,174.251158581419,0.474590165750778
1000.0,11350.0,131.064198089789,0.512930522409704
1000.0,11400.0,101.764795649475,0.39150755048786
1000.0,11450.0,94.9670184999138,0.406543465599329
1000.0,11500.0,143.152109194948,0.398646279327833
1000.0,11550.0,195.146954870351,0.432556370786013
1000.0,11600.0,174.719757073822,0.367335343821962
1000.0,11650.0,118.875774461271,0.48243406377706
1000.0,11700.0,158.546451775335,0.599458305270755
1000.0,11750.0,200.478029822298,0.53325562928553
1000.0,11800.0,229.506825763465,0.67093970308735
1000.0,11850.0,224.878281439743,0.672807658351673
1000.0,11900.0,193.349651922817,0.597502956296594
1000.0,11950.0,156.786031432612,0.541691827091277
1000.0,12000.0,128.115421919869,0.443984657342895
1000.0,12050.0,104.455460395276,0.379655200324058
1000.0,12100.0,98.1816788573637,0.255020255383611
1000.0,12150.0,125.537974331778,0.366275007025176
1000.0,12200.0,144.411113102443,0.501904708328349
1000.0,12250.0,128.566336630964,0.283354755988109
1000.0,12300.0,123.487713969317,0.219116039306607
1000.0,12350.0,100.505835639016,0.191581042322961
1000.0,12400.0,55.7795264883137,0.1004889158454
1000.0,12450.0,30.5372060863669,0.134724770858867
1000.0,12500.0,31.1405258463706,0.132086893381596
1000.0,12550.0,31.1521852404369,0.246147107636041
1000.0,12600.0,34.2863630880293,-0.00213344858376476
1000.0,12650.0,37.3811181728636,-0.0224344389316597
1000.0,12700.0,35.3994815237815,-0.00151534965538034
1000.0,12750.0,35.3376736713733,0.0229172744339638
1000.0,12800.0,34.0063290421333,-0.0512178196223749
1000.0,12850.0,30.2393048931792,0.128193580034932
1000.0,12900.0,28.6956818280183,0.0265549384623214
1000.0,12950.0,25.8770088639708,-0.0419130760774916
1000.0,13000.0,26.2390640415514,-0.354823167094651
1000.0,13050.0,32.6279552236054,-0.0818967953986276
1000.0,13100.0,26.7890420845229,0.0712515258902357
1000.0,13150.0,25.7231222046401,0.128189490624761
1000.0,13200.0,32.5094556025288,-0.0589088689826619
1000.0,13250.0,29.8356526578939,-0.0861394763926937
1000.0,13300.0,25.9134482055911,-0.159455523832521
1000.0,13350.0,30.8329629594318,-0.309251694876502
1200.0,10500.0,272.065368921845,0.795491147251917
1200.0,10550.0,216.794212247554,0.694562405904853
1200.0,10600.0,194.098586660723,0.602474182477025
1200.0,10650.0,195.357785975782,0.591902301323907
1200.0,10700.0,190.005524484916,0.636392067070605
1200.0,10750.0,152.721899864971,0.613170696785189
1200.0,10800.0,148.683281441952,0.563836559509292
1200.0,10850.0,155.498056375889,0.583436991944669
1200.0,10900.0,173.772039212879,0.617247033550581
1200.0,10950.0,158.819127952329,0.583068903807988
1200.0,11000.0,165.788469893323,0.454319130200793
1200.0,11050.0,187.188737100273,0.446318434228742
1200.0,11100.0,176.213228555764,0.458641530038278
1200.0,11150.0,163.625984953549,0.477110228547388
1200.0,11200.0,148.622093311629,0.410341095215783
1200.0,11250.0,115.466538081908,0.405222545172466
1200.0,11300.0,88.6157494236334,0.422762211384254
1200.0,11350.0,88.6421520552716,0.438923816095424
1200.0,11400.0,102.810203450778,0.41647138788582
1200.0,11450.0,113.703607675144,0.473409018188268
1200.0,11500.0,116.664605482365,0.44798326200812
1200.0,11550.0,116.378753952578,0.445624774832389
1200.0,11600.0,110.628677201565,0.38975736897253
1200.0,11650.0,105.256798588372,0.491768922007149
1200.0,11700.0,178.890734122537,0.64649916310178
1200.0,11750.0,151.780067101005,0.647013040978062
1200.0,11800.0,163.978090602786,0.601490245146982
1200.0,11850.0,187.635077572357,0.605524101900513
1200.0,11900.0,178.621580301189,0.592978708501152
1200.0,11950.0,148.467075357605,0.569903700046049
1200.0,12000.0,134.998708961593,0.541713553325327
1200.0,12050.0,118.712422175675,0.541213975258911
1200.0,12100.0,96.0260624864812,0.45233247649235
1200.0,12150.0,87.1884111075718,0.397412300595642
1200.0,12200.0,77.1493419077804,0.422629675617071
1200.0,12250.0,68.3394540642242,0.367003820523426
1200.0,12300.0,64.0344873896068,0.331474407292585
1200.0,12350.0,55.8916763434765,0.242727115482181
1200.0,12400.0,33.7866839144144,0.309759305833608
1200.0,12450.0,24.2769609046802,0.119669041051521
1200.0,12500.0,55.005820520696,0.424521046112666
1200.0,12550.0,53.5182545321498,0.332093374785092
1200.0,12600.0,45.047817279398,0.28930949001506
1200.0,12650.0,36.4958561850744,0.178491966005778
1200.0,12700.0,34.2859768857576,0.198240888472801
1200.0,12750.0,34.4413174137867,0.520759542251756
1200.0,12800.0,29.703472908371,0.209747376851958
1200.0,12850.0,29.3415436636559,0.156317454558955
1200.0,12900.0,33.6641324329312,0.0913608734998738
1200.0,12950.0,28.6166930874249,0.122894554222332
1200.0,13000.0,25.1492729649143,-0.155776898980754
1200.0,13050.0,27.3485660638488,0.027210445193192
1200.0,13100.0,26.0129308162907,-0.00619460596585207
1200.0,13150.0,25.5718608187364,-0.0196156549315516
1200.0,13200.0,25.9473926569144,0.00888283425367817
1200.0,13250.0,26.6819511098468,-0.0821233249582932
1200.0,13300.0,25.8556970684631,-0.0912867030356719
1200.0,13350.0,26.8705183861943,-0.0994093939640235
1200.0,13400.0,28.4516359158434,-0.0807682500552561
1200.0,13450.0,28.0094004858362,0.193314622698261
1200.0,13500.0,24.4625510808923,0.0956461496927266
1400.0,9600.0,240.91775523969,1.000321187666
1400.0,9650.0,270.776029087057,0.931272428606619
1400.0,9700.0,312.628799442252,0.937435292953635
1400.0,9750.0,341.595466673206,0.937019121856395
1400.0,9800.0,304.263967659936,0.909406964241125
1400.0,9850.0,269.180620989936,0.96846920383404
1400.0,9900.0,255.255811404326,0.843092527894801
1400.0,9950.0,209.284922936812,0.782499998155787
1400.0,10000.0,159.765776047488,0.786414321234409
1400.0,10050.0,134.895409673853,0.737233895069074
1400.0,10100.0,146.196501680363,0.822555012715671
1400.0,10150.0,140.292387940321,0.830023609824752
1400.0,10200.0,187.381184256703,0.851735747235999
1400.0,10250.0,266.261570977424,0.882000907833792
1400.0,10300.0,302.794540399655,0.869601727653034
1400.0,10350.0,312.373709758385,0.820461835005052
1400.0,10400.0,294.354893821615,0.831106510275851
1400.0,10450.0,251.19249030749,0.757467672950246
1400.0,10500.0,267.835718179288,0.678234347140236
1400.0,10550.0,229.005898263793,0.666940858974905
1400.0,10600.0,161.331384690779,0.667946427939389
1400.0,10650.0,179.412062067182,0.632982144277817
1400.0,10700.0,190.121233884715,0.598651401050186
1400.0,10750.0,189.054561645797,0.551300290265582
1400.0,10800.0,183.935288716132,0.581569475004161
1400.0,10850.0,188.108436460649,0.519407498562744
1400.0,10900.0,205.68236087241,0.625983622592651
1400.0,10950.0,151.028543021328,0.613439765519504
1400.0,11000.0,115.28581936022,0.509546129832399
1400.0,11050.0,127.785379633396,0.497203890453194
1400.0,11100.0,141.994903720842,0.435581775880072
1400.0,11150.0,133.656734668414,0.40801323834909
1400.0,11200.0,113.677623820666,0.525260684543153
1400.0,11250.0,116.583730542924,0.514318952421928
1400.0,11300.0,102.181736783391,0.490195754862933
1400.0,11350.0,93.149866155893,0.49624086180115
1400.0,11400.0,105.956274948379,0.417507411833349
1400.0,11450.0,115.027495913006,0.449268741265325
1400.0,11500.0,126.439177145031,0.468195004805979
1400.0,11550.0,151.286660704578,0.458663080142492
1400.0,11600.0,126.863777862395,0.45795366795188
1400.0,11650.0,89.0257221971356,0.482180858649594
1400.0,11700.0,161.841756998571,0.661953822145589
1400.0,11750.0,138.052517260589,0.623433050720076
1400.0,11800.0,134.318411850607,0.612820925318039
1400.0,11850.0,144.623656891779,0.520228863145829
1400.0,11900.0,151.580759930302,0.468851145649157
1400.0,11950.0,146.375802393701,0.504903916709563
1400.0,12000.0,123.22894591892,0.556567988514634
1400.0,12050.0,97.3336027084971,0.60845556556644
1400.0,12100.0,83.5919619686604,0.583496919840052
1400.0,12150.0,75.5973459597205,0.46840477484903
1400.0,12200.0,78.4532519778928,0.286792982346685
1400.0,12250.0,77.8056662067261,0.289470168079162
1400.0,12300.0,56.6461715612652,0.22024221365706
1400.0,12350.0,34.5336847114231,0.0917346005320396
1400.0,12400.0,25.193836106747,0.236232817688837
1400.0,12450.0,26.3380839361028,0.0382484857610996
1400.0,12500.0,54.3252753019785,0.325783392700032
1400.0,12550.0,46.8392145633679,0.386094580459425
1400.0,12600.0,43.2850790925237,0.236583711293507
1400.0,12650.0,40.7762464073984,0.263184652356092
1400.0,12700.0,33.801027864695,0.238362573200338
1400.0,12750.0,27.3143495611691,0.261148760795259
1400.0,12800.0,26.1148545358102,0.0505630985417428
1400.0,12850.0,28.1695237540398,0.116157110693748
1400.0,12900.0,29.1489627129541,0.15946814189602
1400.0,12950.0,29.067755599423,-0.11005042635746
1400.0,13000.0,29.0489285627761,-0.0768341707755514
1400.0,13050.0,26.6327381492693,-0.0465484255526488
1400.0,13100.0,24.1403154947862,-0.0680162860111314
1400.0,13150.0,26.4820215013141,-0.148142992367311
1400.0,13200.0,26.1319287195393,-0.123156019946207
1400.0,13250.0,24.393516623347,0.0176093572153483
1400.0,13300.0,25.9616700853221,0.107932326255765
1400.0,13350.0,25.2778377600611,0.158201240721719
1400.0,13400.0,23.6064584546928,-0.0491685708762543
1400.0,13450.0,24.8291921196682,0.0318400308954241
1400.0,13500.0,23.5261198305869,-0.112098811016653
1400.0,13550.0,22.8338911717098,0.0653344521743989
1400.0,13600.0,20.900282048289,0.0763139118228917
1400.0,13650.0,19.1394055429443,0.1355270474257
1600.0,9600.0,353.374817554726,1.163397066302
1600.0,9650.0,310.036596042527,1.16624636718847
1600.0,9700.0,314.985591259633,1.04560682349043
1600.0,9750.0,316.205895398561,0.945281524557912
1600.0,9800.0,319.80273824237,0.884265980454926
1600.0,9850.0,310.5715377699,0.788862268407861
1600.0,9900.0,311.046631179981,0.737071566133578
1600.0,9950.0,264.189782641251,0.823512142785088
1600.0,10000.0,229.348328973634,0.915775671354364
1600.0,10050.0,232.005770980366,0.854261562924443
1600.0,10100.0,199.046793156959,0.809898271310507
1600.0,10150.0,156.902308879994,0.821468120159985
1600.0,10200.0,163.928392742322,0.856979033085704
1600.0,10250.0,181.038391072725,0.817468393301059
1600.0,10300.0,196.695877975371,0.654191692806936
1600.0,10350.0,216.152363096554,0.701617269674062
1600.0,10400.0,231.523060158768,0.719500534322919
1600.0,10450.0,252.552375196007,0.689632308054858
1600.0,10500.0,249.794268945723,0.722137450209444
1600.0,10550.0,240.006424326652,0.681703767268876
1600.0,10600.0,272.216138693458,0.592634072865259
1600.0,10650.0,267.107270200641,0.565642437781605
1600.0,10700.0,202.207745442556,0.60445146254896
1600.0,10750.0,166.772240424334,0.553291708813131
1600.0,10800.0,158.537785488393,0.525742618771211
1600.0,10850.0,153.694655090565,0.483591032716406
1600.0,10900.0,152.252885139685,0.620006139553948
1600.0,10950.0,140.235409004416,0.586323671740782
1600.0,11000.0,137.141245951929,0.59421788205314
1600.0,11050.0,137.191081634664,0.529259076985706
1600.0,11100.0,145.661557160156,0.544987269066854
1600.0,11150.0,151.345662909979,0.540811060262387
1600.0,11200.0,145.002800017152,0.519792549098284
1600.0,11250.0,142.740618398854,0.448873964248363
1600.0,11300.0,154.295802612187,0.428795676074588
1600.0,11350.0,134.000562206757,0.408018752530907
1600.0,11400.0,111.63995645488,0.448649772982504
1600.0,11450.0,154.883044972078,0.492368109424171
1600.0,11500.0,147.877696614811,0.466038924665281
1600.0,11550.0,102.200201023102,0.442338952162476
1600.0,11600.0,100.750598308806,0.499880244946252
1600.0,11650.0,93.6674338329699,0.394874276895457
1600.0,11700.0,154.559015112831,0.573124866776056
1600.0,11750.0,122.420449649118,0.509020919369614
1600.0,11800.0,111.233990799519,0.509733485184229
1600.0,11850.0,143.090361146665,0.451139488152337
1600.0,11900.0,151.801623377178,0.418319963510788
1600.0,11950.0,135.953559646567,0.471428535175253
1600.0,12000.0,116.508262831487,0.526321542020631
1600.0,12050.0,90.3334795107439,0.422785391434457
1600.0,12100.0,67.6867970581951,0.434240265020218
1600.0,12150.0,65.5120616079754,0.249698455387439
1600.0,12200.0,66.093663647329,0.329929189661223
1600.0,12250.0,64.2108989686415,0.217555562687964
1600.0,12300.0,61.8407234943867,0.257585439118945
1600.0,12350.0,48.1823050887001,0.107085609634513
1600.0,12400.0,29.0824106459495,0.201885450817573
1600.0,12450.0,21.6125306011381,0.223105695250929
1600.0,12500.0,45.6909877056637,0.349719737011837
1600.0,12550.0,45.5069555029404,0.18594878252801
1600.0,12600.0,34.899574049477,0.164056150631705
1600.0,12650.0,32.265338381904,0.137231921139647
1600.0,12700.0,30.7385809965065,0.0512172406375673
1600.0,12750.0,28.8566924108584,0.232519207631186
1600.0,12800.0,27.7950819924884,0.219026605344216
1600.0,12850.0,27.5205521507478,0.062781828726169
1600.0,12900.0,31.056498973014,0.0299067291606413
1600.0,12950.0,31.8221323232478,-0.0298114117925505
1600.0,13000.0,29.4099962841149,-0.0932087129459935
1600.0,13050.0,26.5088288509903,-0.00862221404195052
1600.0,13100.0,28.8108724104182,0.0247954597850195
1600.0,13150.0,26.2081026553868,-0.0477308721124845
1600.0,13200.0,29.0337329540155,-0.0700115955602455
1600.0,13250.0,30.799636099778,-0.079053844398457
1600.0,13300.0,20.7975170675945,-0.0677819137367328
1600.0,13350.0,20.4883462381634,-0.0844215174570208
1600.0,13400.0,24.8934187989323,0.0805386878478962
1600.0,13450.0,29.0845669797559,-0.0658233453261342
1600.0,13500.0,28.6847777523877,0.209161957830553
1600.0,13550.0,24.0421680250684,-0.16042885217652
1600.0,13600.0,20.7553803244197,-0.0292541724128964
1600.0,13650.0,19.751338483144,-0.171726093960016
1600.0,13700.0,20.2245839716847,-0.0350853833925073
1600.0,13750.0,20.2465868146174,-0.0343816599178025
1600.0,13800.0,21.194820195444,-0.0455933686404112
1600.0,13850.0,30.4870750776204,-0.111214137719299
1800.0,9600.0,319.782947423463,1.18632934838021
1800.0,9650.0,365.045561857109,1.20917842642611
1800.0,9700.0,331.246731890101,1.08961754162476
1800.0,9750.0,300.681374217641,0.975730083397115
1800.0,9800.0,306.690444651194,1.06279683675118
1800.0,9850.0,330.369836354273,0.992735638236395
1800.0,9900.0,290.29380113269,0.903584388783872
1800.0,9950.0,271.655637830447,0.781258069130479
1800.0,10000.0,277.826718345195,0.717764139685711
1800.0,10050.0,249.000655007735,0.645420283118902
1800.0,10100.0,216.756489608677,0.601515294062247
1800.0,10150.0,181.655508474548,0.62128886792064
1800.0,10200.0,175.956809930115,0.710668840581496
1800.0,10250.0,227.374178018881,0.659096126401017
1800.0,10300.0,281.632347791558,0.610113411996174
1800.0,10350.0,244.815448486885,0.696731961767966
1800.0,10400.0,153.603520892706,0.559188190230733
1800.0,10450.0,180.450742909751,0.657012531223727
1800.0,10500.0,306.765960404225,0.619487205183447
1800.0,10550.0,300.609286474315,0.535513909582999
1800.0,10600.0,244.625466942802,0.558395809358222
1800.0,10650.0,205.471175375223,0.492429716746678
1800.0,10700.0,168.317508304344,0.593208367911983
1800.0,10750.0,147.723511151403,0.495482609868039
1800.0,10800.0,151.784346843154,0.445008361012384
1800.0,10850.0,166.540700176274,0.399290787382075
1800.0,10900.0,186.753662145582,0.602164190308546
1800.0,10950.0,149.383428480768,0.580644376288353
1800.0,11000.0,149.015866602223,0.484889318705178
1800.0,11050.0,179.991017557486,0.499928161406537
1800.0,11100.0,186.551856978633,0.450271041332156
1800.0,11150.0,163.489614972067,0.424031804957242
1800.0,11200.0,160.298311274915,0.476070447056779
1800.0,11250.0,211.481746639085,0.369564646671359
1800.0,11300.0,226.951700733878,0.54528533400129
1800.0,11350.0,161.347089050572,0.43469060908133
1800.0,11400.0,138.307256926299,0.348299672837268
1800.0,11450.0,157.603605209445,0.344658992681126
1800.0,11500.0,116.329295553331,0.399507357928657
1800.0,11550.0,81.4522802487527,0.260967800521228
1800.0,11600.0,67.5332976978846,0.271401882054027
1800.0,11650.0,70.7760588436826,0.261345384833305
1800.0,11700.0,158.437718878372,0.564518776019329
1800.0,11750.0,137.274192920339,0.52878787653379
1800.0,11800.0,124.582106493093,0.530234734623947
1800.0,11850.0,141.181769479012,0.487253450501638
1800.0,11900.0,131.283884137465,0.420785005281582
1800.0,11950.0,110.945946786819,0.365675517199746
1800.0,12000.0,111.098794132622,0.399708792237876
1800.0,12050.0,112.385328254769,0.561701564476991
1800.0,12100.0,86.3715747661734,0.433077858897899
1800.0,12150.0,57.5898036172408,0.144490913914028
1800.0,12200.0,49.3537751470412,0.048364319144937
1800.0,12250.0,49.7245718867503,-0.0569779530996519
1800.0,12300.0,45.63800832928,-0.0784399008201072
1800.0,12350.0,44.5223700230017,-0.43522613842637
1800.0,12400.0,50.0682902671568,-0.474177939544684
1800.0,12450.0,42.7465453827133,-0.364974398561902
1800.0,12500.0,46.0678589406408,0.0732618141603046
1800.0,12550.0,30.776576493942,-0.18549932512133
1800.0,12600.0,34.778118638177,-0.0276703556573668
1800.0,12650.0,36.2807044323325,0.0787357736602185
